module title,abbreviation,module coordinator,module offered by,ects,method of grading,completion of modules,duration,module level,other prerequisites,contents,intended learning outcomes,courses,method of assessment,allocation of places,additional information,workload,teaching cycle,referred to in lpo i,module appears in,addititional information
Strategic Decisions and Competition,12-M-TI1-182-m01,Holder of the Chair of Industrial Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"1. Strategic situations and decision making
2. Analyzing strategic situations with game theory
1. Noncooperative simultaneous move games
2. Nash equilibrium
3. Models of oligopoly markets
3. Dynamic Games
1. Two(-multi) stage games and subgame perfect equilibrium
2. Role of commitment in dynamic situations
3. Models of advertising
4. Wage bargaining and unions
4. Repeated Games
1. Emergence of coordination in long interactions
2. Collusion between competing firms
3. Time consistent monetary policy
5. Static games of incomplete Information
1. Bayesian Nash equilibrium
2. Auctions
6. Dynamic games of incomplete information
1. Moral hazard and nonlinear pricing
2. Perfect Bayesian equilibrium
3. Signalling games
4. Job-market signalling
5. Corporate investment and capital structure","After successful completion of this class, the students should be familiar with economic models that can be 
used to shape managerial strategy and aid in making decisions in strategic situations. Especially, by making use 
of simple two stage games, they should be able to formulate dynamic policies in a wide variety of strategic situa-
tions. The students will acquire an intuitive understanding of the underlying economic mechanisms which emer-
ge from the analysis of game theoretic models for a wide variety of strategic situations arising in industrial eco-
nomics, marketing, organization, finance, trade and labor. Moreover, they will acquire skills which enable them 
to make predictions in strategic situations by making use of simple mathematical models. By means of comple-
ting case based exercises, they will learn to transform real life business situations to an appropriate economic 
model. Based on an analysis of this model, they will be able to devise optimal strategies and derive the corre-
sponding managerial implications.


data record Master (120 ECTS) Management - 2018


Management

The course will be taught in English.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , , data record Master (120 ECTS) Management - 2018, , , Management",--
Theory of Industrial Organization,12-M-TI2-182-m01,Holder of the Chair of Industrial Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"Theory of industrial organisation:
1. Monopoly pricing
• Nonlinear pricing and mechanism design
• Dynamic pricing: experience goods, durable goods
2. Oligopoly pricing
• Static price and quantity competition in homogeneous and differentiated goods markets
• Comparative statics
• Equilibrium market structure
3. Dynamic competition in oligopoly markets
• Subgame perfect equilibrium and models of dynamic competition
• Repeated games and collusion
4. Strategic behaviour by incumbent firms
• Entry deterrence and predation
• Signalling and reputation
5. Behavioral Industrial Organization
• Reference Dependent Preferences and Framing Effects
• Time inconsistent behavior
The course will be taught in English.","Students which complete this class will acquire a working knowledge of advanced theoretical models of compe-
tition in oligopoly markets as well as sophisticated pricing techniques in monopoly markets. They will learn the 
conditions under which the predictions of these models are valid. They will become familiar with applications of 
advanced game theoretic tools, such as dynamic models of competition, for studying interactions between firms 
in markets. By means of comprehensive exercises, they will apply the methods they learn in class to practical-
ly relevant problems. They will be in a position to read academic papers on related topics, assess the strengths 
and weaknesses of an approach, summarize and comment on these papers and suggest possible extensions.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , , data record Master (120 ECTS) Management - 2018, , , Management","--


data record Master (120 ECTS) Management - 2018


Management"
Applied Industrial Organization,12-M-WPE-182-m01,Holder of the Chair of Industrial Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"Description:
This course discusses vertical contracts in supply chains and their impact on competition.
Outline of syllabus:
1. The classic problem of double marginalisation and its solution by nonstandard contracts (resale price mainte-
nance, nonlinear pricing (rebates), exclusive territories, exclusive dealing etc.)
2. Contracts for service
3. Common agency
4. The delegation principle
5. The commitment problem
6. Interlocking relationships
7. Foreclosure by vertical contracts or mergers","After completing the course students are able to
(i) explain the results of theoretical industrial economics on vertical contracts;
(ii) apply the involved methods to given simple examples on their own;
(iii) recognize, in which real life situations (and how) the results can be applied;
(iv) analyze the impact of certain vertical contracts on competition.","V (2)
Module taught in: English",,--,,150 h,--,--,"data record Master (120 ECTS) Management - 2018, ,  , Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
European Competition Policy,12-M-SIO-161-m01,Holder of the Chair of Industrial Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"Outline of syllabus:
1. Legal environment, competition laws
2. Market definition
• Qualitative methods
• Simple quantitative methods
• Hypothetical monopoly test
3. Horizontal agreements and collusion:
• repeated games and factors affecting likelihood of collusion
4. Horizontal mergers and collusion
• Economic theory
• Efficiency effects
• Coordinated effects
5. Vertical relations and contracts
• Economic analysis of contracts
• ""More economic approach""
6. Abuse of dominant position
• Classification of abusive conduct
• Economic analysis of abusive conduct and theory of harm
The course will be taught in English.","After completion of the module students can use the advanced concepts introduced in the lecture of competiti-
on policy, including the legal framework, the trace models and methods for the study of competition policy issu-
es, as well as understand the approach of European competition policy in high profile cases. When they are con-
fronted with practical problems, they can refer to these cases, and the same logic to practical examples apply by 
draining the relevant economic theories that identify variables to be measured and methodologies for assessing, 
and based on that adequate conclusions for appropriate cases. They will sufficiently understand the subject in 
order to open up that build upon literature in journals and being able to think critically.","V (2)
Module taught in: English",,"6 places. There are no restrictions with regard to available places for students of the Master's degree program-
mes Business Management, International Economic Policy or Economics, Wirtschaftsinformatik (Business Infor-
mation Systems), Wirtschaftsmathematik (Mathematics for Economics) and Chinese and Economics as well as 
China Business and Economics. A total of 20 places will be allocated to students of other subjects; should the 
number of applications exceed the number of available places, these places will be allocated by lot.

data record Master (120 ECTS) Management - 2018",,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Advanced Seminar: Industrial Organization,12-M-TLE-182-m01,Holder of the Chair of Industrial Economics,Faculty of Business Management and Economics,10,numerical grade,,,,,"This course covers selected advanced topics from the field of industrial economics. Students, with the help of 
their advisor, will choose a topic and formulate a research question. Then they are expected to conduct research 
and write a paper on this research question. At the end of the semester the students will present their findings 
orally to an audience.","After completing the course ""Seminar: Industrieökonomik"", students will be able to
1. perform a survey of the scientific literature on a given topic;
2. critically assess the economic models and their findings in the literature;
3. describe the economic mechanisms underlying important economic observations;
4. suggest future research directions;
5. present their findings to an audience.",S (2),,"10 places. (1) Should the number of applications exceed the number of available places, places will be allocated 
by lot among all applicants irrespective of their subjects. (2) Places on all courses of the module with a restricted 
number of places will be allocated in the same procedure. (3) A waiting list will be maintained and places re-allo-
cated by lot as they become available.",,300 h,--,--,"Master's degree (1 major) Economathematics (2016), Master's degree (1 major) Business Management (2015), Master's degree (1 major) China Business and Economics (2016), Master's degree (1 major) International Economic Policy (2015), Master's degree (1 major) China Language and Economy (2016), Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), , , data record Master (120 ECTS) Management - 2018, , Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Topics in Labour Economics,12-M-PEM-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.
.","Due to the crediting of different modules, no competence description can be made.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), , data record Master (120 ECTS) Management - 2018, , , Management",--
Policy Evaluation Methods,12-M-DFES-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"This course offers an introduction to the fundamentals of causal inference and to widely used research desi-
gns in the social sciences. In the first part a framework for understanding causality is introduced. Specifically, 
the epistemological differences between association, intervention and counterfactuals are explained. Then it is 
shown why experiments are paramount in generating causal knowledge and which assumptions are needed for 
which level of the causal hierarchy. Finally, we will discuss two widely used approaches to causality in the social 
sciences, i.e. potential outcomes and directed acyclic graphs.
The second part is devoted to the research designs regressions analysis, difference-in-differences, instrumen-
tal variables, and regression discontinuity. The emphasis is how these research designs are for example applied 
to answer important questions in labour economics such as the effects of a minimum wage increase on employ-
ment or the effect of children on female labour supply and wages.
The assumptions each research design requires in order to identify a causal effect will be at center stage of the 
lecture. Therefore the emphasis is to teach students what one needs to estimate in order to answer a given que-
stion. Further, the research designs are discussed such that students will be able to evaluate and apply these re-
search designs to other questions and fields.","At the end of the course, students should be able to understand basic concepts and methods of causal infe-
rence, as well as read, interpret, and assess the credibility of scientific publications. In addition, the course ser-
ves as preparation for advanced statistics and econometrics courses.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"data record Master (120 ECTS) Management - 2018, , Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Social Science Sustainability Studies (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",Research track module in Master's programme IEP
Design of Field Experiments and Studies,12-M-EE-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,No information on contents available.,No information on intended learning outcomes available.,"V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , , data record Master (120 ECTS) Management - 2018, , , Management",Research track module in Master's programme IEP
Experimental Economics,12-M-PSE-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"Aim and outline of the course:
The Nobel Prizes for Daniel Kahneman and Vernon Smith 2002 and for Richard Thaler 2017 have underlined the 
increasing importance of experimental methods in economics. Experimental methods are used to collect data 
using randomization or a highly controlled environment. This course offers an introduction to the methodology of 
experimental economics and economic laboratory experiments.
In the methodology part it is shown why experiments are a good tool to generate scientific knowledge. Further-
more, widely used techniques in economic experiments are explained and how economic experiments differ 
from experiments in other social sciences. This part also deals with methods of reasoning, i.e. how inferences 
can be drawn from evidence that is generated by experiments.
The unifying theme of all laboratory experiments that will be covered is, understanding the behavior of agents, 
who produce and/or distribute goods by interacting with each other. The first topic is about markets and it in-
cludes experiments that shown under which conditions and institutions markets work very efficient and under 
which conditions and institutions they fail to yield a desirable outcome. The second topic includes experiments 
that look at the behavior of two agents, who bargain about the distribution of a common pie. On the basis of the-
se results we will discuss experiments that try to explain bargaining behavior and show how agents deviate sy-
stematically from the neoclassical framework, i.e. the “homo oeconomicus”. The third topic deals with coopera-
tion and institutions that support cooperation in the long run as equilibrium. Further, systematic evidence will be 
presented on how individuals can be classified in different cooperative types and how these types can explain 
economic outcomes in natural environments. The forth topic concerns reciprocity, a strong determining factor of 
human behavior that is nearly universal. We will cover experiments that show how reciprocity can enforce relatio-
nal contracts in the absence of third party enforcement. Moreover, there will be a special emphasis on how reci-
procity affects labor markets.
When time permits up to two additional topics will be covered. The first topic is about gender differences in com-
petitiveness, risk-aversion and overconfidence. The second topic is about the elicitation of social norms.
Prerequisites: Participants should have a basic knowledge about microeconomics, game theory and econome-
trics.
Literature:
The course will be mainly paper based but the following books provide a good overview and complement the dis-
cussed papers.
• Dhami, S. (2016). The Foundations of Behavioral Economic Analysis. Oxford University Press.
• Guala, F. (2005). The Methodology of Experimental Economics. Cambridge University Press
In addition lecture slides will be provided.
Grading: Grading will be based on a presentation and a term paper.


data record Master (120 ECTS) Management - 2018


Management","The aim of the course is to familiarize students with the methodology experimental economics. Further, students 
will be enabled to understand how causal evidence can be obtained using controlled variation and how to ge-
neralize from results that are derived in artificial laboratory setting to more natural environments. Moreover, the 
course shall deepen students’ understanding of human decision making in multi-agent settings and to make 
them aware of systematic heterogeneous human behavior in the production and distribution of goods.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , , data record Master (120 ECTS) Management - 2018, , , Management",Research track module in Master's programme IEP
Programming Survey and Experiments,12-M-THC-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,No information on contents available.,No information on intended learning outcomes available.,"V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), exchange program Business Management and Economics (2022), , , data record Master (120 ECTS) Management - 2018, , , Management",--
Topics in Human Capital Development,12-M-TIM-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.","Due to the crediting of different modules, no competence description can be given.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), , data record Master (120 ECTS) Management - 2018, , , exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Topics in Migration,12-M-SWOSP-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,5,numerical grade,,,,,"Migration has become a key issue in the political and public debate all over the world. Thus, economists increa-
singly engaged in studying determinants and consequences of migration as it has a substantial impact on recei-
ving and sending countries. This course offers an intro- duction to the key concepts of migration economics and 
will cover the following topics:
1) Migration Decision and Forms of Migration
2) Effects on Migration on Employment and Wages
3) Effects of Migration on Attitudes and Political Economy
4) Integration and Integration Policies
5) Refugee Migration
6) Impacts of Emigration
At the end of the course students are familiar with the basic theoretical and empirical con- cepts in the area of 
economics of migration. A special focus will be on the understanding of the identification of causal effects and 
the ability to connect links between the different are- as of analysis.
The course will consist of frontal teaching of the basic theoretical as well as empirical tools as well as a careful 
reading of some of the key scientific articles related to the outlined topics (a reading list will be provided at the 
beginning of the semester).","Solid knowledge of microeconomics and econometrics is reinforced. At the end of the semester, students will ha-
ve the opportunity to present their term papers.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,"--


data record Master (120 ECTS) Management - 2018",--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Social Science Sustainability Studies (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Advanced Seminar: Labour Economics,12-M-EFP-182-m01,Holder of the Chair of Labor Economics,Faculty of Business Management and Economics,10,numerical grade,,,,,"This seminar targets any students interested in acquiring the skills to conduct an empirical study to understand 
people's social behavior and social preferences. We will read and discuss scientific methodological papers that 
allow students to acquire the necessary empirical tools to conduct an empirical thesis.
The recurring topic will be related to the origins of social cohesion and social preferences, the role of the family 
and the school in shaping children's social behavior and preferences.","This seminar is designed to acquire the skills to write a master thesis at the Chair of Labour Economics. It focu-
ses on the acquisition of empirical tools - mostly related to experimental empirical tools - in order to understand 
the determinants of social behavior and preferences.",S (2),,"10 places. (1) Should the number of applications exceed the number of available places, places will be allocated 
by lot among all applicants irrespective of their subjects. (2) Places on all courses of the module with a restricted 
number of places will be allocated in the same procedure. (3) A waiting list will be maintained and places re-allo-
cated by lot as they become available.",,300 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), , , data record Master (120 ECTS) Management - 2018, , Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
European Public Finance,12-M-F1-182-m01,Holder of the Chair of Public Finance,Faculty of Business Management and Economics,5,numerical grade,,,,,"The course aims at introducing the main public finance issues in the European Union. Students will learn how 
the revenues of the Union are generated and how they are spent. We will discuss the motivation and implicati-
ons of the Brexit decision and various coordination problems with respect to public debt, taxation and environ-
mental policy. Economic policy is discussed with simple models, which highlight the central problems.
Course contents:
1. The European Union: History and Institutions
2. The Budget of the European Union
3. Economic Analysis of the Brexit Process
4. Sovereign Debt, Financial Crisis and Fiscal Integration in the EMU
5. Tax Competition or Tax Coordination in Europe?
6. European Climate Policy: Emission Trading and Green Deal","After completing the course students are introduced to the central public finance policy issues, institutions and 
rules of conduct in the EU. They are able to apply simple theoretical models to to discuss and analyze more spe-
cific policy problems.",V (2) + Ü (2),,"6 places. There are no restrictions with regard to available places for students of the Master's degree program-
mes Business Management, International Economic Policy or Economics, Wirtschaftsinformatik (Business Infor-
mation Systems), Wirtschaftsmathematik (Mathematics for Economics) and Chinese and Economics as well as 
China Business and Economics. A total of 20 places will be allocated to students of other subjects; should the 
number of applications exceed the number of available places, these places will be allocated by lot.",,150 h,"--


data record Master (120 ECTS) Management - 2018",--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Policy of Taxation,12-M-F2-182-m01,Holder of the Chair of Public Finance,Faculty of Business Management and Economics,5,numerical grade,,,,,"Description:
In this module, students will acquire a basic understanding of the tax system and structure applied to house-
holds in Germany. In addition, the course will include simple tax incidence analyses of specific tax policies. Rea-
ding: lecture notes provided by Chair.
Contents:
1. Fiscal harmonisation system in Germany
2. Mechanics and problems of the VAT system
3. Tax incidence analysis
4. Income tax code
5. Taxation of married couples and families
6. Taxation and household decisions","After completing the course ""Tax Policy"" students know the most important tax revenues in Germany and how 
they are divided between the Federation and the federal provinces. They are able to explain the incidence of spe-
cific taxes using simple case studies. Finally they can discuss tax induiced distortions of individual decisions 
using simple partial equilibrium models.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), , , data record Master (120 ECTS) Management - 2018, , Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Public Debt,12-M-F3-182-m01,Holder of the Chair of Public Finance,Faculty of Business Management and Economics,5,numerical grade,,,,,"Description:
The module provides an introduction to some specific issues of public debt that are in the focus of the public 
and scientific debate.
Reading: lecture notes provided by Chair.
Outline of syllabus:
1. Measurement of public debt
2. Growth effects of public debt
3. Intergenerational effects of public debt
4. Public debt in open economies
5. Neutrality of public debt
6. Political economy of public debt
7. Theory of souvereign debtors","After completing the course ""National Debt"" students are able to distinguish and discuss the most important 
measurement concepts and problems of public debt. They can discuss the growth and distributional conse-
quences using simple equilibrium models of closed and open economies. They can evaluate the relevance of Ri-
cardian neutrality and know the political economny explanations of rising debt levels and debt overhangs in spe-
cific countries.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), , , data record Master (120 ECTS) Management - 2018, , Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Social Insurance and the Welfare State,12-M-NGM-182-m01,Holder of the Chair of Public Finance,Faculty of Business Management and Economics,5,numerical grade,,,,,"Description:
This module discusses the economic justification for implementing social security systems in a market economy 
and provides students with deeper insights into this topic with the help of specific issues of public health and 
retirement policy.
Reading: lecture notes provided by Chair.
Contents:
1. Public intervention in insurance markets
2. The insurance function of social security
3. Social security and social morale
4. The optimal health insurance contract
5. Why do we need a public pension system?
6. Funding vs pay-as-you-go financing of public pensions","After completing the module ""Theorie der Sozialversicherung"" students are able to explain the theoretical foun-
dation of the social security system in a market economy. Using simple partial equilibrium models they can dis-
cuss the financing and contract structure of the public health and pension system. Finally they are able to analy-
ze the consequences of policy reforms.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), , , data record Master (120 ECTS) Management - 2018, , Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
Advanced Computational Economics,12-M-SV5-161-m01,Holder of the Chair of Public Finance,Faculty of Business Management and Economics,5,numerical grade,,,,,"Description:
This course will mostly be concerned with the analysis of public policy (in areas such as taxation, social securi-
ty etc.). Providing students with state-of-the-art techniques for quantitative macroeconomic research in this very 
field and familiarising them with the relevant literature, this course will teach students how such policies redis-
tribute between different generations and also within generations, how they may improve risk sharing when mar-
kets are incomplete and how they can trigger distortions and therefore hurt the aggregate economy.
Outline of syllabus:
1. Programming with FORTRAN and application of numerical methods
2. Solution techniques for dynamic programming problems
3. Policy analysis with stochastic growth and life cycle models
Reading:
Lecture notes will be provided.","After completing the course ""Advanced Computational Economicsl"" students will be able to
(i) edit and solve stochastic economic problems using advanced numerical techniques;
(ii) implement small scale economic models on the computer;
(iii) simulate tax and social security policy reforms and interpret the quantitative results in economic term.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018), , , data record Master (120 ECTS) Management - 2018, ,  ,  , Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",Research track module in Master's programme IEP
Advanced Seminar: Public Finance,12-M-EWS-182-m01,Holder of the Chair of Public Finance,Faculty of Business Management and Economics,10,numerical grade,,,,,"Gaining a more in-depth understanding of specific problems discussed in lectures on public finance using scien-
tific economic journal articles in German and English language.","After the seminar, students can
(i) consolidate acquired knowledge and if necessary apply additional techniques of scientific work;
(ii) create, present and defend a scientific paper;
(iii) deal with the working papers of other participants;
(iv) prepare beter for the processing of the master's thesis.",S (2),,"20 places. (1) Should the number of applications exceed the number of available places, places will be allocated 
by lot among all applicants irrespective of their subjects. (2) Places on all courses of the module with a restricted 
number of places will be allocated in the same procedure. (3) A waiting list will be maintained and places re-allo-
cated by lot as they become available.",,300 h,--,--,"Master's degree (1 major) Economathematics (2016), Master's degree (1 major) Business Management (2015), Master's degree (1 major) China Business and Economics (2016), Master's degree (1 major) International Economic Policy (2015), Master's degree (1 major) China Language and Economy (2016), Master's degree (1 major) Management (2018), Master's degree (1 major) International Economic Policy (2018), Master's degree (1 major) China Business and Economics (2019), Master's degree (1 major) China Language and Economy (2019), , , data record Master (120 ECTS) Management - 2018, , Master's degree (1 major) China Business and Economics (2021), Master's degree (1 major) China Language and Economy (2021), Master's degree (1 major) Economathematics (2021), Master's degree (1 major) International Economic Policy (2022), Master's degree (1 major) Management (2022), Master's degree (1 major) Economathematics (2022), exchange program Business Management and Economics (2022), , Management, , , data record Master (120 ECTS) Management - 2018, , , Management",--
